,설치기관명,설치기관주소,구별설치기관주소,월요일,화요일,수요일,목요일,금요일,토요일,일요일,공휴일
2644,JK아트컨벤션 (4층 로비),서울특별시 영등포구 문래로 164,영등포구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
2645,CGV영등포 (영등포 CGV 1관 앞),서울특별시 영등포구 영중로 15 영등포 CGV,영등포구,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00
2646,9호선 여의도역 (9호선 개찰구 입구),서울특별시 영등포구 의사당대로 지하 101 9호선 여의도역,영등포구,05:00~25:00,05:00~25:00,05:00~25:00,05:00~25:00,05:00~25:00,05:00~24:00,00:00~24:00,05:00~24:00
2647,9호선 선유도역 (지하2층 발매기옆),서울특별시 영등포구 양평로 지하 124 9호선 선유도역,영등포구,05:00~25:00,05:00~25:00,05:00~25:00,05:00~25:00,05:00~25:00,05:00~24:00,05:00~24:00,05:00~24:00
2648,9호선 국회의사당역 (대합실 게이트 주변),서울특별시 영등포구 국회대로 지하 758 9호선 국회의사당역,영등포구,05:00~25:00,05:00~25:00,05:00~25:00,05:00~25:00,05:00~25:00,05:00~24:00,05:00~24:00,05:00~24:00
2649,5호선 영등포시장역 (지하2층 아이센터 옆),서울특별시 영등포구 양산로 지하 200 5호선 영등포시장역,영등포구,05:00~25:00,05:00~25:00,05:00~25:00,05:00~25:00,05:00~25:00,05:00~24:00,05:00~24:00,05:00~24:00
2650,5호선 영등포구청역 (지하4층 게이트 벽면),서울특별시 영등포구 양산로 지하 116 영등포구청역 5호선,영등포구,05:30~24:00,05:30~24:00,05:30~24:00,05:30~24:00,05:30~24:00,05:30~24:00,05:30~24:00,05:30~24:00
2651,5호선 여의나루역 (B1층 게이트 안쪽),서울특별시 영등포구 여의동로 지하 343,영등포구,05:30~24:00,05:30~24:00,05:30~24:00,05:30~24:00,05:30~24:00,05:30~24:00,05:30~24:00,05:30~24:00
2652,5호선 신길역 (지하3층 고객안전실 옆),서울특별시 영등포구 경인로114가길 지하 9,영등포구,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00
2653,2호선 문래역 (지하1층 고객안전실 옆),서울특별시 영등포구 당산로 지하 28 문래역,영등포구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
2654,2호선 당산역 (영등포구청 방향 승강장으로 가는 계단 옆),서울특별시 영등포구 당산로 229 당산역,영등포구,04:40~25:00,04:40~25:00,04:40~25:00,04:40~25:00,04:40~25:00,04:40~25:00,04:40~25:00,04:40~25:00
2655,천왕이펜하우스1단지아파트 (관리사무소),"서울특별시 구로구 천왕로 91  (오류동, 천왕 이펜하우스 1단지)",구로구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
2656,이마트신도림점 (매장 부 출입구),서울특별시 구로구 새말로 97 지하2층 이마트신도림점 (구로동),구로구 ,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,1310:00~23:00,10:00~23:00
2657,이마트신도림점 (주출입구앞),서울특별시 구로구 새말로 97 지하2층 이마트신도림점 (구로동),구로구 ,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,1310:00~23:00,10:00~23:00
2658,오남중학교 (1층 중앙현관),"서울특별시 구로구 오리로9길 25, 오남중학교 (오류동)",구로구 ,07:00~18:00,07:00~18:00,07:00~18:00,07:00~18:00,07:00~18:00,,,
2659,신도림SK뷰관리사무소 (신도림SK뷰 관리사무소 내부),"서울특별시 구로구 경인로 638  (신도림동, 신도림에스케이뷰)",구로구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
2660,센츄리아파트 (센츄리아파트 관리사무소 1층),서울특별시 구로구 중앙로12길 12 후문 경비실,구로구 ,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
2661,서울천왕초등학교 (2층 엘리베이터 옆),"서울특별시 구로구 천왕로1길 11, 천왕초등학교 (천왕동)",구로구 ,08:40~16:40,08:40~16:40,08:40~16:40,08:40~16:40,08:40~16:40,,,
2662,서울천왕초등학교 (1층 보건실 앞),서울특별시 구로구 천왕로1길 11 (천왕동),구로구 ,08:40~16:40,08:40~16:40,08:40~16:40,08:40~16:40,08:40~16:40,,,
2663,서울오정초등학교 (1층 보건실 앞),서울특별시 구로구 경인로2길 10 (오류동),구로구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,500:00~24:00,00:00~24:00
2664,서울오류남초등학교 (1층 입구),서울특별시 구로구 서해안로24길 22 (오류동),구로구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
2665,서울영일초등학교 (본관 1층 보건실),서울특별시 구로구 남부순환로105길 218 (가리봉동),구로구 ,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,,,
2666,서울영서초등학교 (본관2층 보건실 옆),서울특별시 구로구 도림로20길 57 영서초등학교 (구로동),구로구 ,08:40~16:30,08:40~16:30,08:40~16:30,08:40~16:30,08:40~16:30,,,
2667,서울신미림초등학교 (보건실옆),서울특별시 구로구 신도림로 26 (신도림동),구로구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
2668,구일초등학교 (본관 1층 중앙현관 안쪽),"서울특별시 구로구 구일로 68, 구일초등학교 (구로동)",구로구 ,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,,,
2669,서울개봉초등학교 (보건실 앞 복도),서울특별시 구로구 개봉로16길 30-11,구로구 ,09:00~16:00,09:00~16:00,09:00~16:00,09:00~16:00,09:00~16:00,,,
2670,서울개명초등학교 (돌봄교실 옆 복도),서울특별시 구로구 개봉로1다길 16-9 (개봉동),구로구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
2671,서울 구로경찰서 구일지구대 (1층 팀장 자리 앞),서울특별시 구로구 도림로 63 구일지구대 (구로동),구로구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
2672,삼천리아파트 (삼천리아파트 관리사무소 입구),서울특별시 구로구 경인로8길 75 관리사무소 입구,구로구 ,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
2673,산업인아파트 (산업인아파트 관리사무소),서울특별시 구로구 경인로47다길 43,구로구 ,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,,,
2674,보광아파트 (보광아파트 관리사무소 내),서울특별시 구로구 가마산로 231 관리사무소 내,구로구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
2675,동양미래대학교 (3호관 1층 보건실 내 출입구비치),서울특별시 구로구 경인로 445 동양미래대학교 (고척동),구로구 ,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,,,
2676,대륭포스트타워2차 (9층 (B) E/V홀),서울특별시 구로구 디지털로 306,구로구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
2677,남현교회 (남현교회 행정실 (1층 로비) 내),서울특별시 구로구 경인로 346 행정실(1층 로비) 내,구로구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
2678,화원종합사회복지관 (2층 구립화원데이케어센터 프로그램실 정수기 옆),"서울특별시 구로구 벚꽃로 484, 화원종합사회복지관 (구로동)",구로구 ,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,08:30~17:30,,
2679,고척청구아파트 (고척청구정문경비실),서울특별시 구로구 중앙로6길 5-15 관리사무소,구로구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
2680,고척우성현대아파트 (고척우성현대아파트 관리사무실 입구),서울특별시 구로구 중앙로1길 18-19 관리사무실 입구,구로구 ,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
2681,고척동아한신아파트 (고척동아한신아파트 경비실 내),서울특별시 구로구 중앙로6길 17 경비실 내,구로구 ,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
2682,고대구로병원 (신관 지하2층 직원식당앞 복도),"서울특별시 구로구 구로동로 148, 고려대부속구로병원 (구로동)",구로구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
2683,고대구로병원 (치과센터 1층 로비),"서울특별시 구로구 가마산로 226, 치과센터 1층로비 1층 (구로동)",구로구 ,08:00~17:30,08:00~17:30,08:00~17:30,08:00~17:30,08:00~17:30,08:00~12:00,,
2684,고대구로병원 (본관 2층 수납 옆),서울특별시 구로구 구로동로 148(구로동),구로구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
2685,고대구로병원 (본관 1층 내부 정문 옆),서울특별시 구로구 구로동로 148(구로동),구로구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
2686,화원중학교 (보건실앞 복도),서울특별시 강서구 강서로17나길 86 보건실 앞 복도,강서구 ,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,,,
2687,화곡지구대 (지구대게시판 옆),서울특별시 강서구 화곡로 310 지구대게시판 옆,강서구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
2688,화곡중학교 (1층 중앙현관),서울특별시 강서구 강서로45길 70 교무실,강서구 ,07:00~18:00,07:00~18:00,07:00~18:00,07:00~18:00,07:00~18:00,,,
2689,화곡중앙골목시장 (화곡중앙골목시장 고객만족센터 1층),"서울특별시 강서구 월정로30길 66, 화곡중앙골목시장 고객만족센터 (화곡동)",강서구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
2690,화곡고등학교 (1층 중앙현관),서울특별시 강서구 강서로45길 69 보건실,강서구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
2691,한국환경공단수도권서부지역본부 (8층 환경관리처내 민원상담실),서울특별시 강서구 화곡로68길 82 8층,강서구 ,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
2692,화곡중앙하이츠아파트 (3동 엘리베이터 앞),서울특별시 강서구 강서로17가길 46 3동 경비초소 앞,강서구 ,00:00~23:59,00:00~23:59,00:00~23:59,00:00~23:59,00:00~23:59,00:00~23:59,,
2693,정곡초등학교 (1층 중앙현관),서울특별시 강서구 방화대로50길 22 보건실,강서구 ,08:40~16:40,08:40~16:40,08:40~16:40,08:40~16:40,08:40~16:40,,,
2694,(주)이마트가양점 (주차장동 3층),"서울특별시 강서구 양천로 559, 가양이마트 (가양동)",강서구 ,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,13510:00~23:00,10:00~23:00
2695,이마트가양점 (1층 고객만족센터),서울특별시 강서구 양천로 559  (가양동),강서구 ,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,13510:00~23:00,10:00~23:00
2696,영등포공업고등학교 (3층),서울특별시 강서구 허준로5길 15 3층,강서구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
2697,염창중학교 (본관1층 중앙현관),서울특별시 강서구 양천로67가길 83 본관1층 중앙현관,강서구 ,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,,,
2698,염창강변한솔솔파크아파트 (관리사무소),서울특별시 강서구 양천로63길 38 관리사무소,강서구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
2699,염창 신동아아파트 (102동 EV옆),서울특별시 강서구 양천로67길 32 관리사무실,강서구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
2700,염경중학교 (1층 중앙현관),서울특별시 강서구 양천로69길 35 본관1층 보건실 옆,강서구 ,07:30~18:00,07:30~18:00,07:30~18:00,07:30~18:00,07:30~18:00,,,
2701,연지어르신복지센터 (1층 정문입구),서울특별시 강서구 화곡로58길 30-7 (화곡동),강서구 ,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
2702,양천초등학교 (중앙 현관 복도 게시판 앞),서울특별시 강서구 양천로 329 보건실,강서구 ,08:40~18:00,08:40~18:00,08:40~18:00,08:40~18:00,08:40~18:00,,,
2703,시립화곡청소년센터 (수련관 로비 1층),서울특별시 강서구 곰달래로57가길 26 수련관 로비1층,강서구 ,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~18:00,09:00~18:00,09:00~18:00
2704,수명초등학교 (1층로비 행정실 옆),서울특별시 강서구 수명로1길 84 1층 로비 행정실 옆,강서구 ,07:30~19:00,07:30~19:00,07:30~19:00,07:30~19:00,07:30~19:00,,,
2705,수명중학교 (1층 중앙현관),서울특별시 강서구 수명로2길 16 1층 보건실 앞,강서구 ,08:00~16:30,08:00~16:30,08:00~16:30,08:00~16:30,08:00~16:30,00:00~24:00,00:00~24:00,00:00~24:00
2706,세현고등학교 (보건실 옆 벽면),서울특별시 강서구 허준로 227 보건실 옆,강서구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
2707,서울화일초교 (보람동2층엘리베이터옆),서울특별시 강서구 까치산로10길 70 보람동2층엘리베이터옆,강서구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
2708,서울화곡초교 (1층 정중앙),서울특별시 강서구 초록마을로 28 1층 정중앙,강서구 ,08:40~16:40,08:40~16:40,08:40~16:40,08:40~16:40,08:40~16:40,,,
2709,서울탑산초교 (2층 보건실 앞),서울특별시 강서구 허준로 109 2층 보건실 앞,강서구 ,08:40~17:00,08:40~17:00,08:40~17:00,08:40~17:00,08:40~17:00,,,
2710,서울치현초교 (어울채),서울특별시 강서구 방화대로47길 43 어울채,강서구 ,08:30~16:30,,,,,,,
2711,서울월정초교 (보건실),서울특별시 강서구 월정로 176 보건실,강서구 ,08:40~16:40,08:40~16:40,08:40~16:40,08:40~16:40,08:40~16:40,,,
2712,서울우장초교 (본관1층 신발장),서울특별시 강서구 화곡로 263 본관1층 신발장,강서구 ,08:40~16:40,08:40~16:40,08:40~16:40,08:40~16:40,08:40~16:40,,,
2713,서울염창초교 (1층 교무실 내부),서울특별시 강서구 양천로 646-28 본관현관 앞,강서구 ,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~13:30,500:00~24:00,08:00~13:30
2714,서울염동초교 (중앙현관),서울특별시 강서구 양천로73길 17 중앙현관,강서구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
2715,서울염경초교 (1층 중앙현관),서울특별시 강서구 양천로69길 49 보건실,강서구 ,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,,,
2716,서울신정초교 (2층 보건실 앞),서울특별시 강서구 곰달래로31가길 27 현관,강서구 ,09:00~16:00,09:00~16:00,09:00~16:00,09:00~16:00,09:00~16:00,,,
2717,서울신월초교 (본관1층 중앙현관 안쪽),서울특별시 강서구 강서로31길 48 교무실 안쪽,강서구 ,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,,,
2718,장애여성인력개발센터 (2층 엘레베이터 앞),"서울특별시 강서구 화곡로 346, 귀뚜라미홈시스텔 2층 (화곡동)",강서구 ,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,00:00~24:00,00:00~24:00,00:00~24:00
2719,서울메트로9호선 운영(주) (서울메트로9호선주 종합관리동),서울특별시 강서구 개화동로8길 38 서울9호선(주),강서구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
2720,서울송화초교 (본관보건실앞),서울특별시 강서구 방화대로34길 2 본관 보건실 앞,강서구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
2721,송정초등학교 (본관 1층 엘리베이터  옆 우측벽면),서울특별시 강서구 공항대로3길 18 보건교육실,강서구 ,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,,,
2722,서울백석초교 (1층복도),서울특별시 강서구 공항대로 491 1층복도,강서구 ,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,,,
2723,서울방화초교 (1층 중앙현관),서울특별시 강서구 양천로6길 92 보건실 옆 현관,강서구 ,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,,,
2724,서울발산초교 (1층 중앙현관),서울특별시 강서구 강서로45길 113 보건실 내,강서구 ,07:30~19:00,07:30~19:00,07:30~19:00,07:30~19:00,07:30~19:00,,,
2725,서울등현초등학교 (보건실 옆 현관로비),서울특별시 강서구 화곡로65길 124 보건실 옆 현관,강서구 ,08:00~16:40,08:00~16:40,08:00~16:40,08:00~16:40,08:00~16:40,,,
2726,서울등촌초교 (1층 중앙현관),서울특별시 강서구 등촌로39길 71 .,강서구 ,07:00~19:00,07:00~19:00,07:00~19:00,07:00~19:00,07:00~19:00,,,
2727,서울등촌초교 (체육관),서울특별시 강서구 등촌로39길 71 .,강서구 ,07:00~19:00,07:00~19:00,07:00~19:00,07:00~19:00,07:00~19:00,,,
2728,서울등원초교 (보건실 앞 복도),서울특별시 강서구 화곡로65길 90 보건실 옆,강서구 ,08:40~16:40,08:40~16:40,08:40~16:40,08:40~16:40,08:40~16:40,,,
2729,서울등양초등학교 (본관 1층 보건실 앞),"서울특별시 강서구 강서로56나길 140, 등양초등학교 (등촌동)",강서구 ,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,
2730,서울등서초교 (행정실 복도),서울특별시 강서구 화곡로58길 86 보건실,강서구 ,07:00~17:00,07:00~17:00,07:00~17:00,07:00~17:00,07:00~17:00,,,
